text,iodine,vitamin_e,calcium,iron,riboflavin_b2,folate_b9,vitamin_c,vitamin_b6,vitamin_d,zinc
joint pain slow healing bleeding gums weak immunity fatigue pregnancy issues weakness poor diet anemia routine checkup,0,0,0,0,0,1,1,0,0,0
fractures low sunlight muscle weakness patient visited clinic yesterday,0,0,0,0,0,0,0,0,1,0
weakness anemia no prior illness reported,0,0,0,0,0,1,0,0,0,0
anemia low hemoglobin dizziness fatigue pale skin mild headache after travel,0,0,0,1,0,0,0,0,0,0
fatigue pregnancy issues poor diet weakness hormone imbalance weight gain mild headache after travel,1,0,0,0,0,1,0,0,0,0
not loss of appetite poor immunity slow growth no bleeding gums joint pain without fatigue weakness poor diet pregnancy issues,0,0,0,0,0,0,0,0,0,0
not fatigue cracked lips sore throat eye irritation skin rash poor diet pregnancy issues fatigue general discomfort,0,0,0,0,0,1,0,0,0,0
brittle nails joint stiffness tooth decay muscle cramps mood changes confusion depression irritability loss of appetite slow growth hair loss frequent infections,0,0,1,0,0,0,0,1,0,1
fractures low sunlight muscle weakness bone pain frequent infections poor immunity loss of appetite,0,0,0,0,0,0,0,0,1,1
eye irritation skin rash fatigue sore throat cracked lips patient visited clinic yesterday,0,0,0,0,1,0,0,0,0,0
tooth decay brittle nails general discomfort,0,0,1,0,0,0,0,0,0,0
pale skin shortness of breath routine checkup,0,0,0,1,0,0,0,0,0,0
muscle weakness low sunlight joint stiffness tooth decay neck enlargement fatigue weight gain thyroid swelling,1,0,1,0,0,0,0,0,1,0
confusion nerve issues depression frequent infections loss of appetite poor immunity without poor diet weakness pregnancy issues anemia mild headache after travel,0,0,0,0,0,0,0,1,0,1
fatigue sore throat vision problems coordination issues nerve damage muscle weakness immune weakness no prior illness reported,0,1,0,0,1,0,0,0,0,0
skin rash sore throat eye irritation fatigue vision problems nerve damage muscle weakness coordination issues immune weakness,0,1,0,0,1,0,0,0,0,0
weak immunity scurvy bleeding gums joint pain slow healing no shortness of breath dizziness pale skin fatigue low hemoglobin immune weakness nerve damage coordination issues vision problems muscle weakness patient visited clinic yesterday,0,1,0,0,0,0,1,0,0,0
immune weakness vision problems nerve damage coordination issues bone pain low sunlight back pain muscle weakness fractures frequent infections poor immunity,0,1,0,0,0,0,0,0,1,1
confusion nerve issues mood changes fractures low sunlight back pain tooth decay brittle nails muscle cramps joint stiffness,0,0,1,0,0,0,0,1,1,0
nerve issues irritability mood changes depression confusion loss of appetite frequent infections poor immunity hair loss not bone pain fractures back pain muscle weakness low sunlight,0,0,0,0,0,0,0,1,0,1
slow growth frequent infections hair loss fractures bone pain muscle weakness low sunlight back pain anemia fatigue dizziness shortness of breath pale skin low hemoglobin,0,0,0,1,0,0,0,0,1,1
anemia dizziness shortness of breath low hemoglobin fatigue pale skin not confusion mood changes nerve issues irritability depression,0,0,0,1,0,0,0,0,0,0
loss of appetite frequent infections slow growth poor immunity mood changes nerve issues vision problems nerve damage coordination issues,0,1,0,0,0,0,0,1,0,1
skin rash eye irritation fatigue,0,0,0,0,1,0,0,0,0,0
no hair loss poor immunity loss of appetite slow growth not anemia fatigue low hemoglobin shortness of breath pale skin skin rash sore throat no prior illness reported,0,0,0,0,1,0,0,0,0,0
not joint pain weak immunity scurvy thyroid swelling fatigue without nerve damage vision problems coordination issues immune weakness muscle weakness no prior illness reported,1,0,0,0,0,0,0,0,0,0
eye irritation cracked lips,0,0,0,0,1,0,0,0,0,0
without sore throat eye irritation without low sunlight muscle weakness bone pain fractures back pain,0,0,0,0,0,0,0,0,0,0
tooth decay bone weakness brittle nails joint stiffness muscle cramps without nerve issues confusion irritability bone pain low sunlight fractures back pain muscle weakness,0,0,1,0,0,0,0,0,1,0
mood changes confusion poor immunity slow growth frequent infections,0,0,0,0,0,0,0,1,0,1
weak immunity bleeding gums scurvy,0,0,0,0,0,0,1,0,0,0
immune weakness vision problems nerve damage muscle weakness,0,1,0,0,0,0,0,0,0,0
no bone pain muscle weakness skin rash cracked lips,0,0,0,0,1,0,0,0,0,0
bone pain back pain fractures low sunlight skin rash sore throat eye irritation vision problems coordination issues immune weakness muscle weakness nerve damage no prior illness reported,0,1,0,0,1,0,0,0,1,0
not low sunlight bone pain fractures muscle weakness back pain poor diet anemia fatigue weakness pregnancy issues,0,0,0,0,0,1,0,0,0,0
bleeding gums joint pain back pain muscle weakness bone pain fractures mood changes depression no prior illness reported,0,0,0,0,0,0,1,1,1,0
vision problems coordination issues immune weakness general discomfort,0,1,0,0,0,0,0,0,0,0
without cracked lips sore throat skin rash eye irritation fatigue weak immunity bleeding gums joint pain scurvy,0,0,0,0,0,0,1,0,0,0
immune weakness muscle weakness coordination issues nerve damage depression nerve issues dizziness low hemoglobin pale skin no prior illness reported,0,1,0,1,0,0,0,1,0,0
fatigue dizziness shortness of breath anemia pale skin not goiter weight gain fatigue thyroid swelling hormone imbalance mild headache after travel,0,0,0,1,0,0,0,0,0,0
goiter fatigue sore throat cracked lips mild headache after travel,1,0,0,0,1,0,0,0,0,0
not bleeding gums weak immunity scurvy slow healing joint pain confusion nerve issues depression irritability no prior illness reported,0,0,0,0,0,0,0,1,0,0
slow healing weak immunity sore throat fatigue cracked lips eye irritation skin rash routine checkup,0,0,0,0,1,0,1,0,0,0
muscle weakness nerve damage vision problems coordination issues mild headache after travel,0,1,0,0,0,0,0,0,0,0
thyroid swelling hormone imbalance fatigue weight gain hair loss frequent infections poor immunity slow growth patient visited clinic yesterday,1,0,0,0,0,0,0,0,0,1
nerve damage coordination issues muscle weakness slow healing bleeding gums weak immunity joint pain scurvy general discomfort,0,1,0,0,0,0,1,0,0,0
muscle weakness immune weakness coordination issues vision problems nerve damage not low sunlight fractures mild headache after travel,0,1,0,0,0,0,0,0,0,0
sore throat skin rash fatigue cracked lips eye irritation poor diet fatigue weakness,0,0,0,0,1,1,0,0,0,0
tooth decay joint stiffness brittle nails muscle cramps bone weakness skin rash eye irritation immune weakness coordination issues vision problems nerve damage muscle weakness routine checkup,0,1,1,0,1,0,0,0,0,0
vision problems nerve damage irritability confusion mood changes nerve issues dizziness anemia shortness of breath fatigue pale skin,0,1,0,1,0,0,0,1,0,0
not hair loss poor immunity slow growth fatigue cracked lips eye irritation sore throat depression confusion irritability nerve issues general discomfort,0,0,0,0,1,0,0,1,0,0
dizziness low hemoglobin fatigue anemia pale skin hormone imbalance fatigue neck enlargement general discomfort,1,0,0,1,0,0,0,0,0,0
no shortness of breath anemia routine checkup,0,0,0,0,0,0,0,0,0,0
joint pain weak immunity scurvy irritability mood changes routine checkup,0,0,0,0,0,0,1,1,0,0
bone weakness joint stiffness tooth decay slow healing scurvy joint pain weak immunity bleeding gums pale skin dizziness low hemoglobin anemia fatigue shortness of breath,0,0,1,1,0,0,1,0,0,0
muscle weakness back pain bone pain low sunlight fractures confusion irritability bleeding gums joint pain scurvy weak immunity slow healing,0,0,0,0,0,0,1,1,1,0
hair loss loss of appetite slow growth fatigue anemia weakness pregnancy issues poor diet mild headache after travel,0,0,0,0,0,1,0,0,0,1
poor immunity hair loss frequent infections slow healing weak immunity bleeding gums joint pain muscle weakness vision problems immune weakness nerve damage general discomfort,0,1,0,0,0,0,1,0,0,1
depression confusion mood changes frequent infections poor immunity low sunlight bone pain fractures patient visited clinic yesterday,0,0,0,0,0,0,0,1,1,1
poor immunity slow growth no cracked lips sore throat no prior illness reported,0,0,0,0,0,0,0,0,0,1
coordination issues nerve damage immune weakness general discomfort,0,1,0,0,0,0,0,0,0,0
not loss of appetite slow growth nerve damage coordination issues vision problems immune weakness muscle weakness no prior illness reported,0,1,0,0,0,0,0,0,0,0
no pregnancy issues weakness poor diet anemia fatigue patient visited clinic yesterday,0,0,0,0,0,0,0,0,0,0
poor diet fatigue weakness pregnancy issues anemia pale skin shortness of breath low hemoglobin anemia dizziness no nerve issues irritability,0,0,0,1,0,1,0,0,0,0
without hormone imbalance thyroid swelling goiter neck enlargement weight gain fatigue not tooth decay bone weakness joint stiffness mild headache after travel,0,0,0,0,0,0,0,0,0,0
anemia shortness of breath routine checkup,0,0,0,1,0,0,0,0,0,0
fatigue anemia poor diet pregnancy issues goiter fatigue no prior illness reported,1,0,0,0,0,1,0,0,0,0
bleeding gums slow healing weak immunity scurvy general discomfort,0,0,0,0,0,0,1,0,0,0
bleeding gums joint pain scurvy weak immunity fatigue anemia pregnancy issues poor diet weakness brittle nails joint stiffness bone weakness tooth decay muscle cramps,0,0,1,0,0,1,1,0,0,0
vision problems immune weakness nerve damage back pain fractures not joint pain weak immunity bleeding gums slow healing general discomfort,0,1,0,0,0,0,0,0,1,0
neck enlargement fatigue weight gain poor diet weakness anemia fatigue pregnancy issues,1,0,0,0,0,1,0,0,0,0
joint pain scurvy weak immunity bleeding gums slow healing routine checkup,0,0,0,0,0,0,1,0,0,0
dizziness pale skin no prior illness reported,0,0,0,1,0,0,0,0,0,0
back pain low sunlight muscle weakness fractures bone pain fatigue poor diet,0,0,0,0,0,1,0,0,1,0
back pain low sunlight bone pain fractures patient visited clinic yesterday,0,0,0,0,0,0,0,0,1,0
low sunlight back pain fractures bone pain confusion mood changes depression nerve issues irritability routine checkup,0,0,0,0,0,0,0,1,1,0
low sunlight fractures routine checkup,0,0,0,0,0,0,0,0,1,0
without joint stiffness bone weakness,0,0,0,0,0,0,0,0,0,0
pale skin fatigue shortness of breath mild headache after travel,0,0,0,1,0,0,0,0,0,0
fractures back pain bone pain muscle weakness low sunlight pregnancy issues weakness poor diet fatigue goiter neck enlargement hormone imbalance weight gain,1,0,0,0,0,1,0,0,1,0
fatigue shortness of breath low hemoglobin,0,0,0,1,0,0,0,0,0,0
not thyroid swelling fatigue weight gain hormone imbalance bone weakness brittle nails muscle cramps tooth decay joint stiffness no prior illness reported,0,0,1,0,0,0,0,0,0,0
shortness of breath fatigue dizziness anemia pregnancy issues anemia poor diet weakness fatigue joint stiffness muscle cramps bone weakness tooth decay brittle nails routine checkup,0,0,1,1,0,1,0,0,0,0
without muscle weakness immune weakness nerve damage coordination issues fatigue hormone imbalance no prior illness reported,1,0,0,0,0,0,0,0,0,0
poor diet anemia pregnancy issues weakness skin rash eye irritation sore throat nerve issues confusion irritability mood changes depression general discomfort,0,0,0,0,1,1,0,1,0,0
fatigue eye irritation skin rash sore throat cracked lips,0,0,0,0,1,0,0,0,0,0
coordination issues vision problems joint stiffness brittle nails bone weakness muscle cramps weight gain thyroid swelling fatigue goiter routine checkup,1,1,1,0,0,0,0,0,0,0
not sore throat eye irritation fatigue cracked lips skin rash irritability depression mood changes nerve issues confusion fatigue thyroid swelling neck enlargement weight gain hormone imbalance goiter routine checkup,1,0,0,0,0,0,0,1,0,0
skin rash cracked lips sore throat fatigue routine checkup,0,0,0,0,1,0,0,0,0,0
skin rash fatigue,0,0,0,0,1,0,0,0,0,0
pale skin anemia low hemoglobin dizziness brittle nails tooth decay muscle cramps bone weakness joint stiffness coordination issues immune weakness vision problems nerve damage general discomfort,0,1,1,1,0,0,0,0,0,0
low sunlight bone pain fractures joint stiffness tooth decay without sore throat fatigue cracked lips skin rash patient visited clinic yesterday,0,0,1,0,0,0,0,0,1,0
without fractures bone pain back pain muscle weakness no irritability confusion mood changes nerve issues without hair loss frequent infections mild headache after travel,0,0,0,0,0,0,0,0,0,0
frequent infections loss of appetite slow growth hair loss poor immunity tooth decay brittle nails joint stiffness bone weakness muscle cramps general discomfort,0,0,1,0,0,0,0,0,0,1
vision problems immune weakness coordination issues general discomfort,0,1,0,0,0,0,0,0,0,0
back pain muscle weakness weak immunity slow healing bleeding gums,0,0,0,0,0,0,1,0,1,0
not muscle cramps brittle nails low hemoglobin anemia fatigue shortness of breath poor immunity frequent infections,0,0,0,1,0,0,0,0,0,1
confusion irritability routine checkup,0,0,0,0,0,0,0,1,0,0
anemia shortness of breath no mood changes irritability nerve issues confusion general discomfort,0,0,0,1,0,0,0,0,0,0
not coordination issues immune weakness vision problems nerve damage sore throat eye irritation without hair loss frequent infections mild headache after travel,0,0,0,0,1,0,0,0,0,0
muscle cramps brittle nails tooth decay low hemoglobin shortness of breath fatigue mild headache after travel,0,0,1,1,0,0,0,0,0,0
cracked lips fatigue skin rash eye irritation,0,0,0,0,1,0,0,0,0,0
cracked lips skin rash sore throat eye irritation no poor diet anemia pregnancy issues fatigue,0,0,0,0,1,0,0,0,0,0
bone pain low sunlight back pain muscle cramps brittle nails bone weakness skin rash eye irritation fatigue sore throat cracked lips routine checkup,0,0,1,0,1,0,0,0,1,0
hair loss loss of appetite,0,0,0,0,0,0,0,0,0,1
no low sunlight muscle weakness back pain fractures patient visited clinic yesterday,0,0,0,0,0,0,0,0,0,0
frequent infections slow growth muscle cramps brittle nails dizziness anemia general discomfort,0,0,1,1,0,0,0,0,0,1
joint pain slow healing scurvy weak immunity,0,0,0,0,0,0,1,0,0,0
anemia poor diet pregnancy issues fatigue,0,0,0,0,0,1,0,0,0,0
not hair loss slow growth depression nerve issues mood changes,0,0,0,0,0,0,0,1,0,0
muscle weakness vision problems nerve damage coordination issues fatigue thyroid swelling hormone imbalance neck enlargement weight gain bone weakness joint stiffness brittle nails tooth decay muscle cramps patient visited clinic yesterday,1,1,1,0,0,0,0,0,0,0
anemia low hemoglobin dizziness general discomfort,0,0,0,1,0,0,0,0,0,0
low hemoglobin shortness of breath poor immunity slow growth hair loss loss of appetite no poor diet weakness,0,0,0,1,0,0,0,0,0,1
thyroid swelling weight gain fatigue neck enlargement,1,0,0,0,0,0,0,0,0,0
no thyroid swelling weight gain neck enlargement no dizziness anemia low hemoglobin cracked lips skin rash eye irritation general discomfort,0,0,0,0,1,0,0,0,0,0
